ProcessName,Time,UtilizationFactor,day,season,MinimumServiceFactor,RegionName,ObjSort
Light Fuel Oil Power Plant,2020,0.8,day,spring,0,Sudan,Upper
Light Fuel Oil Power Plant,2020,0.8,night,summer,0,Sudan,Upper
Light Fuel Oil Power Plant,2020,0.8,day,summer,0,Sudan,Upper
Light Fuel Oil Power Plant,2020,0.8,night,autumn,0,Sudan,Upper
Light Fuel Oil Power Plant,2020,0.8,day,autumn,0,Sudan,Upper
Light Fuel Oil Power Plant,2025,0.8,night,winter,0,Sudan,Upper
Light Fuel Oil Power Plant,2025,0.8,day,winter,0,Sudan,Upper
Light Fuel Oil Power Plant,2025,0.8,night,spring,0,Sudan,Upper
Light Fuel Oil Power Plant,2025,0.8,day,spring,0,Sudan,Upper
Light Fuel Oil Power Plant,2025,0.8,night,summer,0,Sudan,Upper
Light Fuel Oil Power Plant,2025,0.8,day,summer,0,Sudan,Upper
Light Fuel Oil Power Plant,2025,0.8,night,autumn,0,Sudan,Upper
Light Fuel Oil Power Plant,2025,0.8,day,autumn,0,Sudan,Upper
Light Fuel Oil Power Plant,2030,0.8,night,winter,0,Sudan,Upper
Light Fuel Oil Power Plant,2030,0.8,day,winter,0,Sudan,Upper
Light Fuel Oil Power Plant,2030,0.8,night,spring,0,Sudan,Upper
Light Fuel Oil Power Plant,2030,0.8,day,spring,0,Sudan,Upper
Light Fuel Oil Power Plant,2030,0.8,night,summer,0,Sudan,Upper
Light Fuel Oil Power Plant,2030,0.8,day,summer,0,Sudan,Upper
Light Fuel Oil Power Plant,2030,0.8,night,autumn,0,Sudan,Upper
Light Fuel Oil Power Plant,2030,0.8,day,autumn,0,Sudan,Upper
Light Fuel Oil Power Plant,2040,0.8,night,winter,0,Sudan,Upper
Light Fuel Oil Power Plant,2040,0.8,day,winter,0,Sudan,Upper
Light Fuel Oil Power Plant,2040,0.8,night,spring,0,Sudan,Upper
Light Fuel Oil Power Plant,2040,0.8,day,spring,0,Sudan,Upper
Light Fuel Oil Power Plant,2040,0.8,night,summer,0,Sudan,Upper
Light Fuel Oil Power Plant,2040,0.8,day,summer,0,Sudan,Upper
Light Fuel Oil Power Plant,2040,0.8,night,autumn,0,Sudan,Upper
Light Fuel Oil Power Plant,2040,0.8,day,autumn,0,Sudan,Upper
Light Fuel Oil Power Plant,2050,0.8,night,winter,0,Sudan,Upper
Light Fuel Oil Power Plant,2050,0.8,day,winter,0,Sudan,Upper
Light Fuel Oil Power Plant,2050,0.8,night,spring,0,Sudan,Upper
Light Fuel Oil Power Plant,2050,0.8,day,spring,0,Sudan,Upper
Light Fuel Oil Power Plant,2050,0.8,night,summer,0,Sudan,Upper
Light Fuel Oil Power Plant,2050,0.8,day,summer,0,Sudan,Upper
Light Fuel Oil Power Plant,2050,0.8,night,autumn,0,Sudan,Upper
Light Fuel Oil Power Plant,2050,0.8,day,autumn,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2015,0.3,night,winter,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2015,0.3,day,winter,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2015,0.3,night,spring,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2015,0.3,day,spring,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2015,0.3,night,summer,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2015,0.3,day,summer,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2015,0.3,night,autumn,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2015,0.3,day,autumn,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2020,0.3,night,winter,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2020,0.3,day,winter,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2020,0.3,night,spring,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2020,0.3,day,spring,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2020,0.3,night,summer,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2020,0.3,day,summer,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2020,0.3,night,autumn,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2020,0.3,day,autumn,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2025,0.3,night,winter,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2025,0.3,day,winter,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2025,0.3,night,spring,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2025,0.3,day,spring,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2025,0.3,night,summer,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2025,0.3,day,summer,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2025,0.3,night,autumn,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2025,0.3,day,autumn,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2030,0.3,night,winter,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2030,0.3,day,winter,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2030,0.3,night,spring,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2030,0.3,day,spring,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2030,0.3,night,summer,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2030,0.3,day,summer,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2030,0.3,night,autumn,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2030,0.3,day,autumn,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2040,0.3,night,winter,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2040,0.3,day,winter,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2040,0.3,night,spring,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2040,0.3,day,spring,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2040,0.3,night,summer,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2040,0.3,day,summer,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2040,0.3,night,autumn,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2040,0.3,day,autumn,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2050,0.3,night,winter,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2050,0.3,day,winter,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2050,0.3,night,spring,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2050,0.3,day,spring,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2050,0.3,night,summer,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2050,0.3,day,summer,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2050,0.3,night,autumn,0,Sudan,Upper
Light Fuel Oil Standalone Generator (1kW),2050,0.3,day,autumn,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2015,0.43,night,winter,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2015,0.43,day,winter,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2015,0.43,night,spring,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2015,0.43,day,spring,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2015,0.43,night,summer,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2015,0.43,day,summer,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2015,0.43,night,autumn,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2015,0.43,day,autumn,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2020,0.43,night,winter,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2020,0.43,day,winter,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2020,0.43,night,spring,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2020,0.43,day,spring,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2020,0.43,night,summer,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2020,0.43,day,summer,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2020,0.43,night,autumn,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2020,0.43,day,autumn,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2025,0.43,night,winter,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2025,0.43,day,winter,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2025,0.43,night,spring,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2025,0.43,day,spring,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2025,0.43,night,summer,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2025,0.43,day,summer,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2025,0.43,night,autumn,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2025,0.43,day,autumn,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2030,0.43,night,winter,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2030,0.43,day,winter,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2030,0.43,night,spring,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2030,0.43,day,spring,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2030,0.43,night,summer,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2030,0.43,day,summer,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2030,0.43,night,autumn,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2030,0.43,day,autumn,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2040,0.43,night,winter,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2040,0.43,day,winter,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2040,0.43,night,spring,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2040,0.43,day,spring,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2040,0.43,night,summer,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2040,0.43,day,summer,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2040,0.43,night,autumn,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2040,0.43,day,autumn,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2050,0.43,night,winter,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2050,0.43,day,winter,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2050,0.43,night,spring,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2050,0.43,day,spring,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2050,0.43,night,summer,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2050,0.43,day,summer,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2050,0.43,night,autumn,0,Sudan,Upper
Medium Hydropower Plant (10-100MW),2050,0.43,day,autumn,0,Sudan,Upper
Nuclear Power Plant,2015,0.85,night,winter,0,Sudan,Upper
Nuclear Power Plant,2015,0.85,day,winter,0,Sudan,Upper
Nuclear Power Plant,2015,0.85,night,spring,0,Sudan,Upper
Nuclear Power Plant,2015,0.85,day,spring,0,Sudan,Upper
Nuclear Power Plant,2015,0.85,night,summer,0,Sudan,Upper
Nuclear Power Plant,2015,0.85,day,summer,0,Sudan,Upper
Nuclear Power Plant,2015,0.85,night,autumn,0,Sudan,Upper
Nuclear Power Plant,2015,0.85,day,autumn,0,Sudan,Upper
Nuclear Power Plant,2020,0.85,night,winter,0,Sudan,Upper
Nuclear Power Plant,2020,0.85,day,winter,0,Sudan,Upper
Nuclear Power Plant,2020,0.85,night,spring,0,Sudan,Upper
Nuclear Power Plant,2020,0.85,day,spring,0,Sudan,Upper
Nuclear Power Plant,2020,0.85,night,summer,0,Sudan,Upper
Nuclear Power Plant,2020,0.85,day,summer,0,Sudan,Upper
Nuclear Power Plant,2020,0.85,night,autumn,0,Sudan,Upper
Nuclear Power Plant,2020,0.85,day,autumn,0,Sudan,Upper
Nuclear Power Plant,2025,0.85,night,winter,0,Sudan,Upper
Nuclear Power Plant,2025,0.85,day,winter,0,Sudan,Upper
Nuclear Power Plant,2025,0.85,night,spring,0,Sudan,Upper
Nuclear Power Plant,2025,0.85,day,spring,0,Sudan,Upper
Nuclear Power Plant,2025,0.85,night,summer,0,Sudan,Upper
Nuclear Power Plant,2025,0.85,day,summer,0,Sudan,Upper
Nuclear Power Plant,2025,0.85,night,autumn,0,Sudan,Upper
Nuclear Power Plant,2025,0.85,day,autumn,0,Sudan,Upper
Nuclear Power Plant,2030,0.85,night,winter,0,Sudan,Upper
Nuclear Power Plant,2030,0.85,day,winter,0,Sudan,Upper
Nuclear Power Plant,2030,0.85,night,spring,0,Sudan,Upper
Nuclear Power Plant,2030,0.85,day,spring,0,Sudan,Upper
Nuclear Power Plant,2030,0.85,night,summer,0,Sudan,Upper
Nuclear Power Plant,2030,0.85,day,summer,0,Sudan,Upper
Nuclear Power Plant,2030,0.85,night,autumn,0,Sudan,Upper
Nuclear Power Plant,2030,0.85,day,autumn,0,Sudan,Upper
Nuclear Power Plant,2040,0.85,night,winter,0,Sudan,Upper
Nuclear Power Plant,2040,0.85,day,winter,0,Sudan,Upper
Nuclear Power Plant,2040,0.85,night,spring,0,Sudan,Upper
Nuclear Power Plant,2040,0.85,day,spring,0,Sudan,Upper
Nuclear Power Plant,2040,0.85,night,summer,0,Sudan,Upper
Nuclear Power Plant,2040,0.85,day,summer,0,Sudan,Upper
Nuclear Power Plant,2040,0.85,night,autumn,0,Sudan,Upper
Nuclear Power Plant,2040,0.85,day,autumn,0,Sudan,Upper
Nuclear Power Plant,2050,0.85,night,winter,0,Sudan,Upper
Nuclear Power Plant,2050,0.85,day,winter,0,Sudan,Upper
Nuclear Power Plant,2050,0.85,night,spring,0,Sudan,Upper
Nuclear Power Plant,2050,0.85,day,spring,0,Sudan,Upper
Nuclear Power Plant,2050,0.85,night,summer,0,Sudan,Upper
Nuclear Power Plant,2050,0.85,day,summer,0,Sudan,Upper
Nuclear Power Plant,2050,0.85,night,autumn,0,Sudan,Upper
Nuclear Power Plant,2050,0.85,day,autumn,0,Sudan,Upper
Offshore Wind,2015,0.286,night,winter,0,Sudan,Upper
Offshore Wind,2015,0.441,day,winter,0,Sudan,Upper
Offshore Wind,2015,0.326,night,spring,0,Sudan,Upper
Offshore Wind,2015,0.414,day,spring,0,Sudan,Upper
Offshore Wind,2015,0.667,night,summer,0,Sudan,Upper
Offshore Wind,2015,0.719,day,summer,0,Sudan,Upper
Offshore Wind,2015,0.335,night,autumn,0,Sudan,Upper
Offshore Wind,2015,0.44,day,autumn,0,Sudan,Upper
Offshore Wind,2020,0.286,night,winter,0,Sudan,Upper
Offshore Wind,2020,0.441,day,winter,0,Sudan,Upper
Offshore Wind,2020,0.326,night,spring,0,Sudan,Upper
Offshore Wind,2020,0.414,day,spring,0,Sudan,Upper
Offshore Wind,2020,0.667,night,summer,0,Sudan,Upper
Offshore Wind,2020,0.719,day,summer,0,Sudan,Upper
Offshore Wind,2020,0.335,night,autumn,0,Sudan,Upper
Offshore Wind,2020,0.44,day,autumn,0,Sudan,Upper
Offshore Wind,2025,0.286,night,winter,0,Sudan,Upper
Offshore Wind,2025,0.441,day,winter,0,Sudan,Upper
Offshore Wind,2025,0.326,night,spring,0,Sudan,Upper
Offshore Wind,2025,0.414,day,spring,0,Sudan,Upper
Offshore Wind,2025,0.667,night,summer,0,Sudan,Upper
Offshore Wind,2025,0.719,day,summer,0,Sudan,Upper
Offshore Wind,2025,0.335,night,autumn,0,Sudan,Upper
Offshore Wind,2025,0.44,day,autumn,0,Sudan,Upper
Offshore Wind,2030,0.286,night,winter,0,Sudan,Upper
Offshore Wind,2030,0.441,day,winter,0,Sudan,Upper
Offshore Wind,2030,0.326,night,spring,0,Sudan,Upper
Offshore Wind,2030,0.414,day,spring,0,Sudan,Upper
Offshore Wind,2030,0.667,night,summer,0,Sudan,Upper
Offshore Wind,2030,0.719,day,summer,0,Sudan,Upper
Offshore Wind,2030,0.335,night,autumn,0,Sudan,Upper
Offshore Wind,2030,0.44,day,autumn,0,Sudan,Upper
Offshore Wind,2040,0.286,night,winter,0,Sudan,Upper
Offshore Wind,2040,0.441,day,winter,0,Sudan,Upper
Offshore Wind,2040,0.326,night,spring,0,Sudan,Upper
Offshore Wind,2040,0.414,day,spring,0,Sudan,Upper
Offshore Wind,2040,0.667,night,summer,0,Sudan,Upper
Offshore Wind,2040,0.719,day,summer,0,Sudan,Upper
Offshore Wind,2040,0.335,night,autumn,0,Sudan,Upper
Offshore Wind,2040,0.44,day,autumn,0,Sudan,Upper
Offshore Wind,2050,0.286,night,winter,0,Sudan,Upper
Offshore Wind,2050,0.441,day,winter,0,Sudan,Upper
Offshore Wind,2050,0.326,night,spring,0,Sudan,Upper
Offshore Wind,2050,0.414,day,spring,0,Sudan,Upper
Offshore Wind,2050,0.667,night,summer,0,Sudan,Upper
Offshore Wind,2050,0.719,day,summer,0,Sudan,Upper
Offshore Wind,2050,0.335,night,autumn,0,Sudan,Upper
Offshore Wind,2050,0.44,day,autumn,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2015,0.8,night,winter,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2015,0.8,day,winter,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2015,0.8,night,spring,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2015,0.8,day,spring,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2015,0.8,night,summer,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2015,0.8,day,summer,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2015,0.8,night,autumn,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2015,0.8,day,autumn,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2020,0.8,night,winter,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2020,0.8,day,winter,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2020,0.8,night,spring,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2020,0.8,day,spring,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2020,0.8,night,summer,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2020,0.8,day,summer,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2020,0.8,night,autumn,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2020,0.8,day,autumn,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2025,0.8,night,winter,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2025,0.8,day,winter,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2025,0.8,night,spring,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2025,0.8,day,spring,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2025,0.8,night,summer,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2025,0.8,day,summer,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2025,0.8,night,autumn,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2025,0.8,day,autumn,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2030,0.8,night,winter,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2030,0.8,day,winter,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2030,0.8,night,spring,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2030,0.8,day,spring,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2030,0.8,night,summer,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2030,0.8,day,summer,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2030,0.8,night,autumn,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2030,0.8,day,autumn,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2040,0.8,night,winter,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2040,0.8,day,winter,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2040,0.8,night,spring,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2040,0.8,day,spring,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2040,0.8,night,summer,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2040,0.8,day,summer,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2040,0.8,night,autumn,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2040,0.8,day,autumn,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2050,0.8,night,winter,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2050,0.8,day,winter,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2050,0.8,night,spring,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2050,0.8,day,spring,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2050,0.8,night,summer,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2050,0.8,day,summer,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2050,0.8,night,autumn,0,Sudan,Upper
Oil Fired Gas Turbine (SCGT),2050,0.8,day,autumn,0,Sudan,Upper
Onshore Wind,2015,0.22,night,winter,0,Sudan,Upper
Onshore Wind,2015,0.22,day,winter,0,Sudan,Upper
Onshore Wind,2015,0.22,night,spring,0,Sudan,Upper
Onshore Wind,2015,0.22,day,spring,0,Sudan,Upper
Onshore Wind,2015,0.22,night,summer,0,Sudan,Upper
Onshore Wind,2015,0.22,day,summer,0,Sudan,Upper
Onshore Wind,2015,0.22,night,autumn,0,Sudan,Upper
Onshore Wind,2015,0.22,day,autumn,0,Sudan,Upper
Onshore Wind,2020,0.22,night,winter,0,Sudan,Upper
Onshore Wind,2020,0.22,day,winter,0,Sudan,Upper
Onshore Wind,2020,0.22,night,spring,0,Sudan,Upper
Onshore Wind,2020,0.22,day,spring,0,Sudan,Upper
Onshore Wind,2020,0.22,night,summer,0,Sudan,Upper
Onshore Wind,2020,0.22,day,summer,0,Sudan,Upper
Onshore Wind,2020,0.22,night,autumn,0,Sudan,Upper
Onshore Wind,2020,0.22,day,autumn,0,Sudan,Upper
Onshore Wind,2025,0.22,night,winter,0,Sudan,Upper
Onshore Wind,2025,0.22,day,winter,0,Sudan,Upper
Onshore Wind,2025,0.22,night,spring,0,Sudan,Upper
Onshore Wind,2025,0.22,day,spring,0,Sudan,Upper
Onshore Wind,2025,0.22,night,summer,0,Sudan,Upper
Onshore Wind,2025,0.22,day,summer,0,Sudan,Upper
Onshore Wind,2025,0.22,night,autumn,0,Sudan,Upper
Onshore Wind,2025,0.22,day,autumn,0,Sudan,Upper
Onshore Wind,2030,0.22,night,winter,0,Sudan,Upper
Onshore Wind,2030,0.22,day,winter,0,Sudan,Upper
Onshore Wind,2030,0.22,night,spring,0,Sudan,Upper
Onshore Wind,2030,0.22,day,spring,0,Sudan,Upper
Onshore Wind,2030,0.22,night,summer,0,Sudan,Upper
Onshore Wind,2030,0.22,day,summer,0,Sudan,Upper
Onshore Wind,2030,0.22,night,autumn,0,Sudan,Upper
Onshore Wind,2030,0.22,day,autumn,0,Sudan,Upper
Onshore Wind,2040,0.22,night,winter,0,Sudan,Upper
Onshore Wind,2040,0.22,day,winter,0,Sudan,Upper
Onshore Wind,2040,0.22,night,spring,0,Sudan,Upper
Onshore Wind,2040,0.22,day,spring,0,Sudan,Upper
Onshore Wind,2040,0.22,night,summer,0,Sudan,Upper
Onshore Wind,2040,0.22,day,summer,0,Sudan,Upper
Onshore Wind,2040,0.22,night,autumn,0,Sudan,Upper
Onshore Wind,2040,0.22,day,autumn,0,Sudan,Upper
Onshore Wind,2050,0.22,night,winter,0,Sudan,Upper
Onshore Wind,2050,0.22,day,winter,0,Sudan,Upper
Onshore Wind,2050,0.22,night,spring,0,Sudan,Upper
Onshore Wind,2050,0.22,day,spring,0,Sudan,Upper
Onshore Wind,2050,0.22,night,summer,0,Sudan,Upper
Onshore Wind,2050,0.22,day,summer,0,Sudan,Upper
Onshore Wind,2050,0.22,night,autumn,0,Sudan,Upper
Onshore Wind,2050,0.22,day,autumn,0,Sudan,Upper
Small Hydropower Plant (<10MW),2015,0.43,night,winter,0,Sudan,Upper
Small Hydropower Plant (<10MW),2015,0.43,day,winter,0,Sudan,Upper
Small Hydropower Plant (<10MW),2015,0.43,night,spring,0,Sudan,Upper
Small Hydropower Plant (<10MW),2015,0.43,day,spring,0,Sudan,Upper
Small Hydropower Plant (<10MW),2015,0.43,night,summer,0,Sudan,Upper
Small Hydropower Plant (<10MW),2015,0.43,day,summer,0,Sudan,Upper
Small Hydropower Plant (<10MW),2015,0.43,night,autumn,0,Sudan,Upper
Small Hydropower Plant (<10MW),2015,0.43,day,autumn,0,Sudan,Upper
Small Hydropower Plant (<10MW),2020,0.43,night,winter,0,Sudan,Upper
Small Hydropower Plant (<10MW),2020,0.43,day,winter,0,Sudan,Upper
Small Hydropower Plant (<10MW),2020,0.43,night,spring,0,Sudan,Upper
Small Hydropower Plant (<10MW),2020,0.43,day,spring,0,Sudan,Upper
Small Hydropower Plant (<10MW),2020,0.43,night,summer,0,Sudan,Upper
Small Hydropower Plant (<10MW),2020,0.43,day,summer,0,Sudan,Upper
Small Hydropower Plant (<10MW),2020,0.43,night,autumn,0,Sudan,Upper
Small Hydropower Plant (<10MW),2020,0.43,day,autumn,0,Sudan,Upper
Small Hydropower Plant (<10MW),2025,0.43,night,winter,0,Sudan,Upper
Small Hydropower Plant (<10MW),2025,0.43,day,winter,0,Sudan,Upper
Small Hydropower Plant (<10MW),2025,0.43,night,spring,0,Sudan,Upper
Small Hydropower Plant (<10MW),2025,0.43,day,spring,0,Sudan,Upper
Small Hydropower Plant (<10MW),2025,0.43,night,summer,0,Sudan,Upper
Small Hydropower Plant (<10MW),2025,0.43,day,summer,0,Sudan,Upper
Small Hydropower Plant (<10MW),2025,0.43,night,autumn,0,Sudan,Upper
Small Hydropower Plant (<10MW),2025,0.43,day,autumn,0,Sudan,Upper
Small Hydropower Plant (<10MW),2030,0.43,night,winter,0,Sudan,Upper
Small Hydropower Plant (<10MW),2030,0.43,day,winter,0,Sudan,Upper
Small Hydropower Plant (<10MW),2030,0.43,night,spring,0,Sudan,Upper
Small Hydropower Plant (<10MW),2030,0.43,day,spring,0,Sudan,Upper
Small Hydropower Plant (<10MW),2030,0.43,night,summer,0,Sudan,Upper
Small Hydropower Plant (<10MW),2030,0.43,day,summer,0,Sudan,Upper
Small Hydropower Plant (<10MW),2030,0.43,night,autumn,0,Sudan,Upper
Small Hydropower Plant (<10MW),2030,0.43,day,autumn,0,Sudan,Upper
Small Hydropower Plant (<10MW),2040,0.43,night,winter,0,Sudan,Upper
Small Hydropower Plant (<10MW),2040,0.43,day,winter,0,Sudan,Upper
Small Hydropower Plant (<10MW),2040,0.43,night,spring,0,Sudan,Upper
Small Hydropower Plant (<10MW),2040,0.43,day,spring,0,Sudan,Upper
Small Hydropower Plant (<10MW),2040,0.43,night,summer,0,Sudan,Upper
Small Hydropower Plant (<10MW),2040,0.43,day,summer,0,Sudan,Upper
Small Hydropower Plant (<10MW),2040,0.43,night,autumn,0,Sudan,Upper
Small Hydropower Plant (<10MW),2040,0.43,day,autumn,0,Sudan,Upper
Small Hydropower Plant (<10MW),2050,0.43,night,winter,0,Sudan,Upper
Small Hydropower Plant (<10MW),2050,0.43,day,winter,0,Sudan,Upper
Small Hydropower Plant (<10MW),2050,0.43,night,spring,0,Sudan,Upper
Small Hydropower Plant (<10MW),2050,0.43,day,spring,0,Sudan,Upper
