ProcessName,RegionName,Time,ObjSort,season,day,UtilizationFactor,MinimumServiceFactor
Biomass Power Plant,Djibouti,2030,upper,autumn,night,0.5,0
Biomass Power Plant,Djibouti,2030,upper,autumn,day,0.5,0
Biomass Power Plant,Djibouti,2040,upper,winter,night,0.5,0
Biomass Power Plant,Djibouti,2040,upper,winter,day,0.5,0
Biomass Power Plant,Djibouti,2040,upper,spring,night,0.5,0
Biomass Power Plant,Djibouti,2040,upper,spring,day,0.5,0
Biomass Power Plant,Djibouti,2040,upper,summer,night,0.5,0
Biomass Power Plant,Djibouti,2040,upper,summer,day,0.5,0
Biomass Power Plant,Djibouti,2040,upper,autumn,night,0.5,0
Biomass Power Plant,Djibouti,2040,upper,autumn,day,0.5,0
Biomass Power Plant,Djibouti,2050,upper,winter,night,0.5,0
Biomass Power Plant,Djibouti,2050,upper,winter,day,0.5,0
Biomass Power Plant,Djibouti,2050,upper,spring,night,0.5,0
Biomass Power Plant,Djibouti,2050,upper,spring,day,0.5,0
Biomass Power Plant,Djibouti,2050,upper,summer,night,0.5,0
Biomass Power Plant,Djibouti,2050,upper,summer,day,0.5,0
Biomass Power Plant,Djibouti,2050,upper,autumn,night,0.5,0
Biomass Power Plant,Djibouti,2050,upper,autumn,day,0.5,0
CSP with Storage,Djibouti,2015,upper,winter,night,0.45,0
CSP with Storage,Djibouti,2015,upper,winter,day,0.45,0
CSP with Storage,Djibouti,2015,upper,spring,night,0.45,0
CSP with Storage,Djibouti,2015,upper,spring,day,0.45,0
CSP with Storage,Djibouti,2015,upper,summer,night,0.45,0
CSP with Storage,Djibouti,2015,upper,summer,day,0.45,0
CSP with Storage,Djibouti,2015,upper,autumn,night,0.45,0
CSP with Storage,Djibouti,2015,upper,autumn,day,0.45,0
CSP with Storage,Djibouti,2020,upper,winter,night,0.45,0
CSP with Storage,Djibouti,2020,upper,winter,day,0.45,0
CSP with Storage,Djibouti,2020,upper,spring,night,0.45,0
CSP with Storage,Djibouti,2020,upper,spring,day,0.45,0
CSP with Storage,Djibouti,2020,upper,summer,night,0.45,0
CSP with Storage,Djibouti,2020,upper,summer,day,0.45,0
CSP with Storage,Djibouti,2020,upper,autumn,night,0.45,0
CSP with Storage,Djibouti,2020,upper,autumn,day,0.45,0
CSP with Storage,Djibouti,2025,upper,winter,night,0.45,0
CSP with Storage,Djibouti,2025,upper,winter,day,0.45,0
CSP with Storage,Djibouti,2025,upper,spring,night,0.45,0
CSP with Storage,Djibouti,2025,upper,spring,day,0.45,0
CSP with Storage,Djibouti,2025,upper,summer,night,0.45,0
CSP with Storage,Djibouti,2025,upper,summer,day,0.45,0
CSP with Storage,Djibouti,2025,upper,autumn,night,0.45,0
CSP with Storage,Djibouti,2025,upper,autumn,day,0.45,0
CSP with Storage,Djibouti,2030,upper,winter,night,0.45,0
CSP with Storage,Djibouti,2030,upper,winter,day,0.45,0
CSP with Storage,Djibouti,2030,upper,spring,night,0.45,0
CSP with Storage,Djibouti,2030,upper,spring,day,0.45,0
CSP with Storage,Djibouti,2030,upper,summer,night,0.45,0
CSP with Storage,Djibouti,2030,upper,summer,day,0.45,0
CSP with Storage,Djibouti,2030,upper,autumn,night,0.45,0
CSP with Storage,Djibouti,2030,upper,autumn,day,0.45,0
CSP with Storage,Djibouti,2040,upper,winter,night,0.45,0
CSP with Storage,Djibouti,2040,upper,winter,day,0.45,0
CSP with Storage,Djibouti,2040,upper,spring,night,0.45,0
CSP with Storage,Djibouti,2040,upper,spring,day,0.45,0
CSP with Storage,Djibouti,2040,upper,summer,night,0.45,0
CSP with Storage,Djibouti,2040,upper,summer,day,0.45,0
CSP with Storage,Djibouti,2040,upper,autumn,night,0.45,0
CSP with Storage,Djibouti,2040,upper,autumn,day,0.45,0
CSP with Storage,Djibouti,2050,upper,winter,night,0.45,0
CSP with Storage,Djibouti,2050,upper,winter,day,0.45,0
CSP with Storage,Djibouti,2050,upper,spring,night,0.45,0
CSP with Storage,Djibouti,2050,upper,spring,day,0.45,0
CSP with Storage,Djibouti,2050,upper,summer,night,0.45,0
CSP with Storage,Djibouti,2050,upper,summer,day,0.45,0
CSP with Storage,Djibouti,2050,upper,autumn,night,0.45,0
CSP with Storage,Djibouti,2050,upper,autumn,day,0.45,0
CSP without Storage,Djibouti,2015,upper,winter,night,0.45,0
CSP without Storage,Djibouti,2015,upper,winter,day,0.45,0
CSP without Storage,Djibouti,2015,upper,spring,night,0.45,0
CSP without Storage,Djibouti,2015,upper,spring,day,0.45,0
CSP without Storage,Djibouti,2015,upper,summer,night,0.45,0
CSP without Storage,Djibouti,2015,upper,summer,day,0.45,0
CSP without Storage,Djibouti,2015,upper,autumn,night,0.45,0
CSP without Storage,Djibouti,2015,upper,autumn,day,0.45,0
CSP without Storage,Djibouti,2020,upper,winter,night,0.45,0
CSP without Storage,Djibouti,2020,upper,winter,day,0.45,0
CSP without Storage,Djibouti,2020,upper,spring,night,0.45,0
CSP without Storage,Djibouti,2020,upper,spring,day,0.45,0
CSP without Storage,Djibouti,2020,upper,summer,night,0.45,0
CSP without Storage,Djibouti,2020,upper,summer,day,0.45,0
CSP without Storage,Djibouti,2020,upper,autumn,night,0.45,0
CSP without Storage,Djibouti,2020,upper,autumn,day,0.45,0
CSP without Storage,Djibouti,2025,upper,winter,night,0.45,0
CSP without Storage,Djibouti,2025,upper,winter,day,0.45,0
CSP without Storage,Djibouti,2025,upper,spring,night,0.45,0
CSP without Storage,Djibouti,2025,upper,spring,day,0.45,0
CSP without Storage,Djibouti,2025,upper,summer,night,0.45,0
CSP without Storage,Djibouti,2025,upper,summer,day,0.45,0
CSP without Storage,Djibouti,2025,upper,autumn,night,0.45,0
CSP without Storage,Djibouti,2025,upper,autumn,day,0.45,0
CSP without Storage,Djibouti,2030,upper,winter,night,0.45,0
CSP without Storage,Djibouti,2030,upper,winter,day,0.45,0
CSP without Storage,Djibouti,2030,upper,spring,night,0.45,0
CSP without Storage,Djibouti,2030,upper,spring,day,0.45,0
CSP without Storage,Djibouti,2030,upper,summer,night,0.45,0
CSP without Storage,Djibouti,2030,upper,summer,day,0.45,0
CSP without Storage,Djibouti,2030,upper,autumn,night,0.45,0
CSP without Storage,Djibouti,2030,upper,autumn,day,0.45,0
CSP without Storage,Djibouti,2040,upper,winter,night,0.45,0
CSP without Storage,Djibouti,2040,upper,winter,day,0.45,0
CSP without Storage,Djibouti,2040,upper,spring,night,0.45,0
CSP without Storage,Djibouti,2040,upper,spring,day,0.45,0
CSP without Storage,Djibouti,2040,upper,summer,night,0.45,0
CSP without Storage,Djibouti,2040,upper,summer,day,0.45,0
CSP without Storage,Djibouti,2040,upper,autumn,night,0.45,0
CSP without Storage,Djibouti,2040,upper,autumn,day,0.45,0
CSP without Storage,Djibouti,2050,upper,winter,night,0.45,0
CSP without Storage,Djibouti,2050,upper,winter,day,0.45,0
CSP without Storage,Djibouti,2050,upper,spring,night,0.45,0
CSP without Storage,Djibouti,2050,upper,spring,day,0.45,0
CSP without Storage,Djibouti,2050,upper,summer,night,0.45,0
CSP without Storage,Djibouti,2050,upper,summer,day,0.45,0
CSP without Storage,Djibouti,2050,upper,autumn,night,0.45,0
CSP without Storage,Djibouti,2050,upper,autumn,day,0.45,0
Coal Power Plant,Djibouti,2015,upper,winter,night,0.85,0
Coal Power Plant,Djibouti,2015,upper,winter,day,0.85,0
Coal Power Plant,Djibouti,2015,upper,spring,night,0.85,0
Coal Power Plant,Djibouti,2015,upper,spring,day,0.85,0
Coal Power Plant,Djibouti,2015,upper,summer,night,0.85,0
Coal Power Plant,Djibouti,2015,upper,summer,day,0.85,0
Coal Power Plant,Djibouti,2015,upper,autumn,night,0.85,0
Coal Power Plant,Djibouti,2015,upper,autumn,day,0.85,0
Coal Power Plant,Djibouti,2020,upper,winter,night,0.85,0
Coal Power Plant,Djibouti,2020,upper,winter,day,0.85,0
Coal Power Plant,Djibouti,2020,upper,spring,night,0.85,0
Coal Power Plant,Djibouti,2020,upper,spring,day,0.85,0
Coal Power Plant,Djibouti,2020,upper,summer,night,0.85,0
Coal Power Plant,Djibouti,2020,upper,summer,day,0.85,0
Coal Power Plant,Djibouti,2020,upper,autumn,night,0.85,0
Coal Power Plant,Djibouti,2020,upper,autumn,day,0.85,0
Coal Power Plant,Djibouti,2025,upper,winter,night,0.85,0
Coal Power Plant,Djibouti,2025,upper,winter,day,0.85,0
Coal Power Plant,Djibouti,2025,upper,spring,night,0.85,0
Coal Power Plant,Djibouti,2025,upper,spring,day,0.85,0
Coal Power Plant,Djibouti,2025,upper,summer,night,0.85,0
Coal Power Plant,Djibouti,2025,upper,summer,day,0.85,0
Coal Power Plant,Djibouti,2025,upper,autumn,night,0.85,0
Coal Power Plant,Djibouti,2025,upper,autumn,day,0.85,0
Coal Power Plant,Djibouti,2030,upper,winter,night,0.85,0
Coal Power Plant,Djibouti,2030,upper,winter,day,0.85,0
Coal Power Plant,Djibouti,2030,upper,spring,night,0.85,0
Coal Power Plant,Djibouti,2030,upper,spring,day,0.85,0
Coal Power Plant,Djibouti,2030,upper,summer,night,0.85,0
Coal Power Plant,Djibouti,2030,upper,summer,day,0.85,0
Coal Power Plant,Djibouti,2030,upper,autumn,night,0.85,0
Coal Power Plant,Djibouti,2030,upper,autumn,day,0.85,0
Coal Power Plant,Djibouti,2040,upper,winter,night,0.85,0
Coal Power Plant,Djibouti,2040,upper,winter,day,0.85,0
Coal Power Plant,Djibouti,2040,upper,spring,night,0.85,0
Coal Power Plant,Djibouti,2040,upper,spring,day,0.85,0
Coal Power Plant,Djibouti,2040,upper,summer,night,0.85,0
Coal Power Plant,Djibouti,2040,upper,summer,day,0.85,0
Coal Power Plant,Djibouti,2040,upper,autumn,night,0.85,0
Coal Power Plant,Djibouti,2040,upper,autumn,day,0.85,0
Coal Power Plant,Djibouti,2050,upper,winter,night,0.85,0
Coal Power Plant,Djibouti,2050,upper,winter,day,0.85,0
Coal Power Plant,Djibouti,2050,upper,spring,night,0.85,0
Coal Power Plant,Djibouti,2050,upper,spring,day,0.85,0
Coal Power Plant,Djibouti,2050,upper,summer,night,0.85,0
Coal Power Plant,Djibouti,2050,upper,summer,day,0.85,0
Coal Power Plant,Djibouti,2050,upper,autumn,night,0.85,0
Coal Power Plant,Djibouti,2050,upper,autumn,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2015,upper,winter,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2015,upper,winter,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2015,upper,spring,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2015,upper,spring,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2015,upper,summer,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2015,upper,summer,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2015,upper,autumn,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2015,upper,autumn,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2020,upper,winter,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2020,upper,winter,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2020,upper,spring,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2020,upper,spring,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2020,upper,summer,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2020,upper,summer,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2020,upper,autumn,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2020,upper,autumn,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2025,upper,winter,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2025,upper,winter,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2025,upper,spring,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2025,upper,spring,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2025,upper,summer,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2025,upper,summer,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2025,upper,autumn,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2025,upper,autumn,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2030,upper,winter,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2030,upper,winter,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2030,upper,spring,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2030,upper,spring,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2030,upper,summer,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2030,upper,summer,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2030,upper,autumn,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2030,upper,autumn,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2040,upper,winter,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2040,upper,winter,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2040,upper,spring,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2040,upper,spring,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2040,upper,summer,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2040,upper,summer,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2040,upper,autumn,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2040,upper,autumn,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2050,upper,winter,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2050,upper,winter,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2050,upper,spring,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2050,upper,spring,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2050,upper,summer,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2050,upper,summer,day,0.85,0
Gas Power Plant (CCGT),Djibouti,2050,upper,autumn,night,0.85,0
Gas Power Plant (CCGT),Djibouti,2050,upper,autumn,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2015,upper,winter,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2015,upper,winter,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2015,upper,spring,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2015,upper,spring,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2015,upper,summer,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2015,upper,summer,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2015,upper,autumn,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2015,upper,autumn,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2020,upper,winter,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2020,upper,winter,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2020,upper,spring,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2020,upper,spring,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2020,upper,summer,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2020,upper,summer,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2020,upper,autumn,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2020,upper,autumn,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2025,upper,winter,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2025,upper,winter,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2025,upper,spring,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2025,upper,spring,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2025,upper,summer,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2025,upper,summer,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2025,upper,autumn,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2025,upper,autumn,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2030,upper,winter,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2030,upper,winter,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2030,upper,spring,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2030,upper,spring,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2030,upper,summer,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2030,upper,summer,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2030,upper,autumn,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2030,upper,autumn,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2040,upper,winter,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2040,upper,winter,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2040,upper,spring,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2040,upper,spring,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2040,upper,summer,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2040,upper,summer,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2040,upper,autumn,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2040,upper,autumn,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2050,upper,winter,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2050,upper,winter,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2050,upper,spring,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2050,upper,spring,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2050,upper,summer,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2050,upper,summer,day,0.85,0
Gas Power Plant (SCGT),Djibouti,2050,upper,autumn,night,0.85,0
Gas Power Plant (SCGT),Djibouti,2050,upper,autumn,day,0.85,0
Geothermal Power Plant,Djibouti,2015,upper,winter,night,0.79,0
Geothermal Power Plant,Djibouti,2015,upper,winter,day,0.79,0
Geothermal Power Plant,Djibouti,2015,upper,spring,night,0.79,0
Geothermal Power Plant,Djibouti,2015,upper,spring,day,0.79,0
Geothermal Power Plant,Djibouti,2015,upper,summer,night,0.79,0
Geothermal Power Plant,Djibouti,2015,upper,summer,day,0.79,0
Geothermal Power Plant,Djibouti,2015,upper,autumn,night,0.79,0
Geothermal Power Plant,Djibouti,2015,upper,autumn,day,0.79,0
Geothermal Power Plant,Djibouti,2020,upper,winter,night,0.79,0
Geothermal Power Plant,Djibouti,2020,upper,winter,day,0.79,0
Geothermal Power Plant,Djibouti,2020,upper,spring,night,0.79,0
Geothermal Power Plant,Djibouti,2020,upper,spring,day,0.79,0
Geothermal Power Plant,Djibouti,2020,upper,summer,night,0.79,0
Geothermal Power Plant,Djibouti,2020,upper,summer,day,0.79,0
Geothermal Power Plant,Djibouti,2020,upper,autumn,night,0.79,0
Geothermal Power Plant,Djibouti,2020,upper,autumn,day,0.79,0
Geothermal Power Plant,Djibouti,2025,upper,winter,night,0.79,0
Geothermal Power Plant,Djibouti,2025,upper,winter,day,0.79,0
Geothermal Power Plant,Djibouti,2025,upper,spring,night,0.79,0
Geothermal Power Plant,Djibouti,2025,upper,spring,day,0.79,0
Geothermal Power Plant,Djibouti,2025,upper,summer,night,0.79,0
Geothermal Power Plant,Djibouti,2025,upper,summer,day,0.79,0
Geothermal Power Plant,Djibouti,2025,upper,autumn,night,0.79,0
Geothermal Power Plant,Djibouti,2025,upper,autumn,day,0.79,0
Geothermal Power Plant,Djibouti,2030,upper,winter,night,0.79,0
Geothermal Power Plant,Djibouti,2030,upper,winter,day,0.79,0
Geothermal Power Plant,Djibouti,2030,upper,spring,night,0.79,0
Geothermal Power Plant,Djibouti,2030,upper,spring,day,0.79,0
Geothermal Power Plant,Djibouti,2030,upper,summer,night,0.79,0
Geothermal Power Plant,Djibouti,2030,upper,summer,day,0.79,0
Geothermal Power Plant,Djibouti,2030,upper,autumn,night,0.79,0
Geothermal Power Plant,Djibouti,2030,upper,autumn,day,0.79,0
Geothermal Power Plant,Djibouti,2040,upper,winter,night,0.79,0
Geothermal Power Plant,Djibouti,2040,upper,winter,day,0.79,0
Geothermal Power Plant,Djibouti,2040,upper,spring,night,0.79,0
Geothermal Power Plant,Djibouti,2040,upper,spring,day,0.79,0
Geothermal Power Plant,Djibouti,2040,upper,summer,night,0.79,0
Geothermal Power Plant,Djibouti,2040,upper,summer,day,0.79,0
Geothermal Power Plant,Djibouti,2040,upper,autumn,night,0.79,0
Geothermal Power Plant,Djibouti,2040,upper,autumn,day,0.79,0
Geothermal Power Plant,Djibouti,2050,upper,winter,night,0.79,0
Geothermal Power Plant,Djibouti,2050,upper,winter,day,0.79,0
Geothermal Power Plant,Djibouti,2050,upper,spring,night,0.79,0
Geothermal Power Plant,Djibouti,2050,upper,spring,day,0.79,0
Geothermal Power Plant,Djibouti,2050,upper,summer,night,0.79,0
Geothermal Power Plant,Djibouti,2050,upper,summer,day,0.79,0
Geothermal Power Plant,Djibouti,2050,upper,autumn,night,0.79,0
Geothermal Power Plant,Djibouti,2050,upper,autumn,day,0.79,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2015,upper,winter,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2015,upper,winter,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2015,upper,spring,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2015,upper,spring,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2015,upper,summer,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2015,upper,summer,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2015,upper,autumn,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2015,upper,autumn,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2020,upper,winter,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2020,upper,winter,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2020,upper,spring,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2020,upper,spring,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2020,upper,summer,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2020,upper,summer,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2020,upper,autumn,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2020,upper,autumn,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2025,upper,winter,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2025,upper,winter,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2025,upper,spring,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2025,upper,spring,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2025,upper,summer,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2025,upper,summer,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2025,upper,autumn,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2025,upper,autumn,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2030,upper,winter,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2030,upper,winter,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2030,upper,spring,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2030,upper,spring,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2030,upper,summer,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2030,upper,summer,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2030,upper,autumn,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2030,upper,autumn,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2040,upper,winter,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2040,upper,winter,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2040,upper,spring,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2040,upper,spring,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2040,upper,summer,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2040,upper,summer,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2040,upper,autumn,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2040,upper,autumn,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2050,upper,winter,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2050,upper,winter,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2050,upper,spring,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2050,upper,spring,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2050,upper,summer,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2050,upper,summer,day,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2050,upper,autumn,night,0.41,0
Large Hydropower Plant (Dam) (>100MW),Djibouti,2050,upper,autumn,day,0.41,0
Light Fuel Oil Power Plant,Djibouti,2015,upper,winter,night,0.8,0
Light Fuel Oil Power Plant,Djibouti,2015,upper,winter,day,0.8,0
Light Fuel Oil Power Plant,Djibouti,2015,upper,spring,night,0.8,0
Light Fuel Oil Power Plant,Djibouti,2015,upper,spring,day,0.8,0
Light Fuel Oil Power Plant,Djibouti,2015,upper,summer,night,0.8,0
Light Fuel Oil Power Plant,Djibouti,2015,upper,summer,day,0.8,0
Light Fuel Oil Power Plant,Djibouti,2015,upper,autumn,night,0.8,0
Light Fuel Oil Power Plant,Djibouti,2015,upper,autumn,day,0.8,0
Light Fuel Oil Power Plant,Djibouti,2020,upper,winter,night,0.8,0
Light Fuel Oil Power Plant,Djibouti,2020,upper,winter,day,0.8,0
Light Fuel Oil Power Plant,Djibouti,2020,upper,spring,night,0.8,0
